,patron_id,item_id
0,985,0
1,391,0
2,391,0
3,841,0
4,841,0
5,988,1
6,988,1
7,62,1
8,62,1
9,34,1
10,34,1
11,988,2
12,988,2
13,182,2
14,182,2
15,191,2
16,191,2
17,402,2
18,402,2
19,402,2
20,402,2
21,402,2
22,402,2
23,1000,2
24,1000,2
25,988,3
26,988,3
27,191,3
28,191,3
29,402,3
30,402,3
31,402,3
32,402,3
33,243,3
34,243,3
35,988,4
36,988,4
37,988,4
38,988,4
39,988,4
40,988,4
41,988,4
42,988,4
43,988,4
44,988,4
45,276,4
46,276,4
47,308,4
48,308,4
49,458,4
50,458,4
51,666,4
52,666,4
53,944,4
54,944,4
55,17,4
56,17,4
57,988,5
58,988,5
59,45,5
60,45,5
61,186,5
62,186,5
63,708,5
64,708,5
65,988,6
66,988,6
67,659,6
68,659,6
69,161,6
70,161,6
71,988,7
72,988,7
73,16,7
74,16,7
75,988,8
76,988,8
77,107,8
78,107,8
79,147,8
80,147,8
81,147,8
82,147,8
83,187,8
84,187,8
85,232,8
86,232,8
87,234,8
88,234,8
89,234,8
90,234,8
91,289,8
92,289,8
93,517,8
94,517,8
95,662,8
96,662,8
97,695,8
98,695,8
99,796,8
100,796,8
101,597,8
102,597,8
103,604,8
104,604,8
105,474,8
106,474,8
107,835,8
108,835,8
109,988,9
110,988,9
111,491,9
112,491,9
113,53,9
114,53,9
115,53,9
116,53,9
117,213,9
118,213,9
119,234,9
120,234,9
121,251,9
122,251,9
123,276,9
124,276,9
125,373,9
126,373,9
127,465,9
128,465,9
129,501,9
130,501,9
131,513,9
132,513,9
133,564,9
134,564,9
135,675,9
136,675,9
137,775,9
138,775,9
139,813,9
140,813,9
141,254,9
142,254,9
143,328,9
144,328,9
145,328,9
146,597,9
147,597,9
148,634,9
149,634,9
150,993,9
151,993,9
152,897,9
153,897,9
154,988,10
155,988,10
156,354,10
157,354,10
158,722,10
159,722,10
160,738,10
161,738,10
162,993,10
163,993,10
164,952,10
165,952,10
166,988,11
167,988,11
168,16,11
169,16,11
170,988,12
171,988,12
172,503,12
173,503,12
174,187,12
175,187,12
176,191,12
177,191,12
178,193,12
179,193,12
180,234,12
181,234,12
182,593,12
183,593,12
184,718,12
185,718,12
186,830,12
187,830,12
188,1004,12
189,1004,12
190,835,12
191,835,12
192,842,12
193,842,12
194,956,12
195,956,12
196,988,13
197,988,13
198,186,13
199,186,13
200,186,13
201,186,13
202,231,13
203,231,13
204,231,13
205,231,13
206,234,13
207,234,13
208,354,13
209,354,13
210,402,13
211,402,13
212,484,13
213,484,13
214,517,13
215,517,13
216,584,13
217,584,13
218,637,13
219,637,13
220,738,13
221,738,13
222,254,13
223,254,13
224,597,13
225,597,13
226,988,14
227,988,14
228,222,14
229,222,14
230,340,14
231,340,14
232,913,14
233,913,14
234,822,14
235,822,14
236,161,14
237,161,14
238,566,14
239,566,14
240,988,15
241,988,15
242,5,15
243,5,15
244,988,16
245,988,16
246,530,16
247,530,16
248,340,16
249,815,16
250,815,16
251,988,17
252,988,17
253,757,17
254,757,17
255,757,17
256,757,17
257,950,17
258,950,17
259,988,18
260,988,18
261,988,18
262,988,18
263,81,18
264,81,18
265,193,18
266,193,18
267,289,18
268,289,18
269,308,18
270,308,18
271,320,18
272,320,18
273,365,18
274,365,18
275,484,18
276,484,18
277,519,18
278,519,18
279,675,18
280,675,18
281,757,18
282,757,18
283,936,18
284,936,18
285,967,18
286,950,18
287,950,18
288,566,18
289,566,18
290,988,19
291,988,19
292,36,19
293,36,19
294,36,19
295,36,19
296,36,19
297,36,19
298,81,19
299,81,19
300,213,19
301,213,19
302,238,19
303,238,19
304,446,19
305,446,19
306,675,19
307,675,19
308,254,19
309,474,19
310,474,19
311,474,19
312,474,19
313,708,19
314,708,19
315,831,19
316,831,19
317,952,19
318,952,19
319,988,20
320,988,20
321,990,20
322,990,20
323,57,20
324,57,20
325,158,20
326,158,20
327,988,21
328,988,21
329,1008,21
330,228,21
331,228,21
332,323,21
333,323,21
334,576,21
335,576,21
336,61,21
337,61,21
338,988,22
339,988,22
340,16,22
341,16,22
342,576,22
343,576,22
344,14,22
345,14,22
346,34,22
347,34,22
348,988,23
349,988,23
350,408,23
351,408,23
352,62,23
353,62,23
354,576,23
355,576,23
356,988,24
357,988,24
358,16,24
359,16,24
360,16,24
361,16,24
362,544,24
363,544,24
364,61,24
365,988,25
366,988,25
367,16,25
368,16,25
369,61,25
370,61,25
371,61,25
372,61,25
373,988,26
374,988,26
375,16,26
376,16,26
377,16,26
378,16,26
379,988,27
380,988,27
381,544,27
382,544,27
383,988,28
384,988,28
385,16,28
386,16,28
387,44,28
388,44,28
389,139,28
390,139,28
391,988,29
392,988,29
393,988,30
394,988,30
395,988,31
396,988,31
397,988,32
398,988,32
399,567,32
400,567,32
401,988,33
402,988,33
403,23,33
404,23,33
405,62,33
406,62,33
407,574,33
408,574,33
409,61,33
410,61,33
411,988,34
412,988,34
413,490,34
414,490,34
415,503,34
416,503,34
417,503,34
418,503,34
419,509,34
420,509,34
421,36,34
422,36,34
423,45,34
424,45,34
425,56,34
426,56,34
427,107,34
428,107,34
429,126,34
430,126,34
431,182,34
432,182,34
433,186,34
434,186,34
435,186,34
436,186,34
437,186,34
438,186,34
439,191,34
440,191,34
441,191,34
442,191,34
443,222,34
444,222,34
445,222,34
446,222,34
447,231,34
448,231,34
449,231,34
450,231,34
451,234,34
452,234,34
453,276,34
454,276,34
455,277,34
456,277,34
457,277,34
458,277,34
459,320,34
460,320,34
461,340,34
462,340,34
463,365,34
464,365,34
465,465,34
466,465,34
467,487,34
468,487,34
469,488,34
470,488,34
471,497,34
472,497,34
473,497,34
474,497,34
475,517,34
476,517,34
477,547,34
478,547,34
479,718,34
480,718,34
481,738,34
482,738,34
483,846,34
484,846,34
485,876,34
486,913,34
487,913,34
488,936,34
489,936,34
490,120,34
491,120,34
492,822,34
493,822,34
494,822,34
495,1004,34
496,1004,34
497,108,34
498,108,34
499,108,34
500,108,34
501,254,34
502,254,34
503,328,34
504,328,34
505,456,34
506,456,34
507,456,34
508,456,34
509,566,34
510,566,34
511,597,34
512,597,34
513,681,34
514,681,34
515,993,34
516,993,34
517,831,34
518,831,34
519,952,34
520,952,34
521,956,34
522,956,34
523,988,35
524,988,35
525,635,35
526,635,35
527,988,36
528,988,36
529,16,36
530,16,36
531,988,37
532,988,37
533,515,37
534,515,37
535,456,37
536,456,37
537,988,38
538,988,38
539,16,38
540,16,38
541,247,38
542,247,38
543,61,38
544,61,38
545,988,39
546,988,39
547,16,39
548,16,39
549,16,39
550,16,39
551,988,40
552,988,40
553,297,40
554,297,40
555,384,40
556,384,40
557,988,41
558,988,41
559,34,41
560,34,41
561,988,42
562,988,42
563,988,43
564,988,43
565,65,43
566,65,43
567,75,43
568,75,43
569,988,44
570,988,44
571,988,45
572,988,45
573,49,45
574,49,45
575,714,45
576,714,45
577,763,45
578,763,45
579,849,45
580,914,45
581,914,45
582,988,46
583,988,46
584,658,46
585,658,46
586,871,46
587,871,46
588,988,47
589,988,47
590,62,47
591,62,47
592,297,47
593,297,47
594,839,47
595,839,47
596,1,47
597,1,47
598,961,47
599,961,47
600,988,48
601,988,48
602,223,48
603,223,48
604,223,48
605,223,48
606,231,48
607,231,48
608,234,48
609,234,48
610,402,48
611,402,48
612,801,48
613,801,48
614,822,48
615,822,48
616,831,48
617,831,48
618,988,49
619,988,49
620,16,49
621,16,49
622,44,49
623,44,49
624,544,49
625,544,49
626,34,49
627,989,50
628,989,50
629,635,50
630,635,50
631,420,50
632,420,50
633,989,51
634,989,51
635,420,51
636,420,51
637,420,51
638,420,51
639,989,52
640,989,52
641,420,52
642,420,52
643,989,53
644,989,53
645,989,54
646,989,54
647,989,55
648,989,55
649,239,55
650,239,55
651,839,55
652,839,55
653,990,56
654,567,56
655,567,56
656,301,56
657,301,56
658,990,57
659,990,57
660,25,57
661,25,57
662,25,57
663,25,57
664,25,57
665,25,57
666,167,57
667,167,57
668,353,57
669,353,57
670,57,57
671,57,57
672,990,58
673,990,58
674,80,58
675,247,58
676,247,58
677,532,58
678,532,58
679,215,58
680,215,58
681,215,58
682,215,58
683,61,58
684,61,58
685,990,59
686,387,59
687,387,59
688,127,59
689,127,59
690,990,60
691,990,60
692,574,60
693,574,60
694,34,60
695,34,60
696,990,61
697,990,61
698,990,62
699,990,62
700,616,62
701,616,62
702,990,63
703,990,63
704,55,63
705,55,63
706,250,63
707,250,63
708,297,63
709,685,63
710,685,63
711,990,64
712,990,64
713,175,64
714,175,64
715,175,64
716,387,64
717,387,64
718,161,64
719,161,64
720,616,64
721,616,64
722,990,65
723,990,65
724,18,65
725,18,65
726,25,65
727,25,65
728,80,65
729,80,65
730,353,65
731,353,65
732,648,65
733,648,65
734,648,65
735,70,65
736,70,65
737,515,65
738,515,65
739,158,65
740,158,65
741,158,65
742,158,65
743,158,65
744,158,65
745,158,65
746,158,65
747,158,65
748,158,65
749,981,65
750,981,65
751,990,66
752,990,66
753,470,66
754,470,66
755,226,66
756,226,66
757,990,67
758,990,67
759,178,67
760,178,67
761,331,67
762,331,67
763,635,67
764,635,67
765,91,67
766,91,67
767,990,68
768,990,68
769,475,68
770,475,68
771,49,68
772,49,68
773,62,68
774,62,68
775,353,68
776,353,68
777,57,68
778,57,68
779,133,68
780,133,68
781,990,69
782,990,69
783,25,69
784,25,69
785,353,69
786,353,69
787,512,69
788,512,69
789,990,70
790,990,70
791,1013,70
792,1013,70
793,62,70
794,62,70
795,169,70
796,169,70
797,387,70
798,387,70
799,431,70
800,431,70
801,669,70
802,669,70
803,724,70
804,933,70
805,933,70
806,950,70
807,950,70
808,127,70
809,127,70
810,597,70
811,597,70
812,990,71
813,990,71
814,379,71
815,379,71
816,567,71
817,567,71
818,80,71
819,80,71
820,215,71
821,215,71
822,158,71
823,990,72
824,990,72
825,990,73
826,990,73
827,508,73
828,508,73
829,531,73
830,531,73
831,14,73
832,14,73
833,158,73
834,158,73
835,17,73
836,17,73
837,990,74
838,990,74
839,531,74
840,531,74
841,615,74
842,615,74
843,990,75
844,990,75
845,49,75
846,49,75
847,171,75
848,171,75
849,297,75
850,297,75
851,574,75
852,574,75
853,616,75
854,616,75
855,990,76
856,990,76
857,990,77
858,990,77
859,1008,77
860,1008,77
861,57,77
862,57,77
863,981,77
864,981,77
865,990,78
866,990,78
867,990,79
868,990,79
869,82,79
870,82,79
871,61,79
872,61,79
873,17,79
874,17,79
875,990,80
876,990,80
877,80,80
878,80,80
879,82,80
880,82,80
881,82,80
882,82,80
883,167,80
884,167,80
885,648,80
886,648,80
887,981,80
888,981,80
889,990,81
890,990,81
891,18,81
892,18,81
893,25,81
894,49,81
895,49,81
896,574,81
897,574,81
898,61,81
899,61,81
900,990,82
901,990,82
902,384,82
903,384,82
904,990,83
905,990,83
906,379,83
907,379,83
908,18,83
909,18,83
910,80,83
911,80,83
912,574,83
913,574,83
914,61,83
915,61,83
916,981,83
917,981,83
918,990,84
919,990,84
920,80,84
921,80,84
922,80,84
923,80,84
924,301,84
925,301,84
926,420,84
927,420,84
928,57,84
929,57,84
930,990,85
931,990,85
932,476,85
933,476,85
934,25,85
935,25,85
936,685,85
937,685,85
938,127,85
939,127,85
940,807,85
941,807,85
942,990,86
943,990,86
944,80,86
945,80,86
946,297,86
947,297,86
948,61,86
949,61,86
950,990,87
951,990,87
952,25,87
953,25,87
954,82,87
955,82,87
956,82,87
957,82,87
958,212,87
959,212,87
960,212,87
961,212,87
962,232,87
963,232,87
964,323,87
965,323,87
966,353,87
967,353,87
968,648,87
969,648,87
970,57,87
971,57,87
972,158,87
973,158,87
974,158,87
975,158,87
976,287,87
977,287,87
978,981,87
979,983,87
980,983,87
981,990,88
982,990,88
983,34,88
984,34,88
985,61,88
986,61,88
987,990,89
988,990,89
989,1013,89
990,1013,89
991,567,89
992,567,89
993,25,89
994,25,89
995,82,89
996,82,89
997,247,89
998,247,89
999,647,89
1000,647,89
1001,91,89
1002,91,89
1003,158,89
1004,158,89
1005,482,89
1006,482,89
1007,990,90
1008,990,90
1009,509,90
1010,509,90
1011,82,90
1012,82,90
1013,211,90
1014,211,90
1015,353,90
1016,353,90
1017,70,90
1018,70,90
1019,57,90
1020,57,90
1021,133,90
1022,133,90
1023,158,90
1024,158,90
1025,981,90
1026,981,90
1027,990,91
1028,990,91
1029,129,91
1030,129,91
1031,301,91
1032,301,91
1033,34,91
1034,34,91
1035,990,92
1036,990,92
1037,34,92
1038,34,92
1039,127,92
1040,127,92
1041,831,92
1042,831,92
1043,990,93
1044,990,93
1045,36,93
1046,36,93
1047,191,93
1048,191,93
1049,484,93
1050,484,93
1051,484,93
1052,484,93
1053,678,93
1054,678,93
1055,896,93
1056,896,93
1057,91,93
1058,91,93
1059,990,94
1060,990,94
1061,990,94
1062,990,94
1063,990,95
1064,990,95
1065,82,95
1066,82,95
1067,167,95
1068,167,95
1069,301,95
1070,301,95
1071,61,95
1072,61,95
1073,981,95
1074,981,95
1075,990,96
1076,990,96
1077,25,96
1078,25,96
1079,484,96
1080,484,96
1081,990,97
1082,990,97
1083,25,97
1084,25,97
1085,297,97
1086,297,97
1087,165,97
1088,165,97
1089,158,97
1090,158,97
1091,242,97
1092,242,97
1093,990,98
1094,990,98
1095,856,98
1096,856,98
1097,990,99
1098,990,99
1099,990,100
1100,990,100
1101,301,100
1102,301,100
1103,990,101
1104,990,101
1105,82,101
1106,82,101
1107,990,102
1108,990,102
1109,23,102
1110,23,102
1111,49,102
1112,49,102
1113,107,102
1114,107,102
1115,990,103
1116,990,103
1117,6,103
1118,6,103
1119,297,103
1120,297,103
1121,468,103
1122,468,103
1123,384,103
1124,384,103
1125,990,104
1126,990,104
1127,165,104
1128,165,104
1129,34,104
1130,34,104
1131,158,104
1132,158,104
1133,197,104
1134,197,104
1135,990,105
1136,990,105
1137,616,105
1138,616,105
1139,990,106
1140,990,106
1141,301,106
1142,301,106
1143,301,106
1144,301,106
1145,648,106
1146,648,106
1147,648,106
1148,648,106
1149,676,106
1150,676,106
1151,165,106
1152,165,106
1153,165,106
1154,165,106
1155,981,106
1156,981,106
1157,990,107
1158,990,107
1159,80,107
1160,80,107
1161,80,107
1162,80,107
1163,211,107
1164,211,107
1165,165,107
1166,165,107
1167,34,107
1168,34,107
1169,990,108
1170,990,108
1171,215,108
1172,215,108
1173,990,109
1174,990,109
1175,82,109
1176,82,109
1177,82,109
1178,82,109
1179,990,110
1180,990,110
1181,107,110
1182,107,110
1183,650,110
1184,650,110
1185,165,110
1186,165,110
1187,34,110
1188,34,110
1189,990,111
1190,990,111
1191,644,111
1192,644,111
1193,990,112
1194,990,112
1195,49,112
1196,49,112
1197,70,112
1198,70,112
1199,165,112
1200,165,112
1201,981,112
1202,981,112
1203,990,113
1204,990,113
1205,130,113
1206,130,113
1207,597,113
1208,597,113
1209,990,114
1210,990,114
1211,1002,114
1212,1002,114
1213,62,114
1214,62,114
1215,293,114
1216,293,114
1217,484,114
1218,484,114
1219,714,114
1220,714,114
1221,515,114
1222,515,114
1223,57,114
1224,57,114
1225,158,114
1226,158,114
1227,161,114
1228,161,114
1229,990,115
1230,990,115
1231,191,115
1232,191,115
1233,365,115
1234,365,115
1235,615,115
1236,615,115
1237,597,115
1238,597,115
1239,990,116
1240,990,116
1241,685,116
1242,685,116
1243,714,116
1244,714,116
1245,165,116
1246,165,116
1247,57,116
1248,57,116
1249,133,116
1250,133,116
1251,990,117
1252,990,117
1253,18,117
1254,18,117
1255,82,117
1256,82,117
1257,82,117
1258,82,117
1259,301,117
1260,301,117
1261,318,117
1262,318,117
1263,990,118
1264,990,118
1265,18,118
1266,18,118
1267,49,118
1268,49,118
1269,80,118
1270,80,118
1271,884,118
1272,884,118
1273,165,118
1274,165,118
1275,34,118
1276,34,118
1277,981,118
1278,981,118
1279,990,119
1280,990,119
1281,990,120
1282,990,120
1283,990,121
1284,990,121
1285,49,121
1286,49,121
1287,224,121
1288,224,121
1289,714,121
1290,714,121
1291,763,121
1292,763,121
1293,990,122
1294,990,122
1295,44,122
1296,44,122
1297,331,122
1298,331,122
1299,896,122
1300,896,122
1301,34,122
1302,34,122
1303,91,122
1304,990,123
1305,990,123
1306,49,123
1307,49,123
1308,171,123
1309,171,123
1310,714,123
1311,714,123
1312,165,123
1313,165,123
1314,839,123
1315,839,123
1316,990,124
1317,990,124
1318,990,125
1319,990,125
1320,82,125
1321,82,125
1322,990,126
1323,990,126
1324,476,126
1325,476,126
1326,80,126
1327,80,126
1328,84,126
1329,84,126
1330,484,126
1331,484,126
1332,714,126
1333,714,126
1334,165,126
