Title,Media_Type,Author,Identity,Count
Awaken,Book,"Cabot, Meg,",9780545284127 (hardback),1
Awakened,Book,"Cast, P. C.",9780312650247 0312650248,1
The awakening,Book,"Armstrong, Kelley.",9780061662768  0061662763  9780061662805  0061662801,1
The awakening,Book,"Roberts, Nora,",9.78E+12,1
"The Awakening : an authoritative text, biographical and historical contexts, criticism",Book,"Chopin, Kate,",0393960579-paperback,1
Awakening Athena,Book,"Stephenson, Kenna.",975868101,1
The awakening.,Book,"Deveraux, Jude",,1
The award,Book,"Steel, Danielle,",9781101883853 (hardcover),1
Away : a novel,Book,"Bloom, Amy,",9780812977790- paperback,1
Away we go.,Book,,1591976294,1
Awesome Dawson,Book,"Gall, Chris.",9780316213301 0316213306,1
Awesome video game competitions,Book,"Polydoros, Lori,",9781515773535 (library binding),1
The awful joke book,Book,"Danby, Mary",517077671,1
Awful Ogre's awful day,Book,"Prelutsky, Jack.",,1
Awol in North Africa,Book,"Watkins, Steve,",9780545837064 0545837065,1
Ayn Rand : the Russian radical,Book,"Sciabarra, Chris Matthew,",0271014407 0271014415,1
Azaleas,Book,"Fairweather, Christopher.",871067293,1
Azaleas to zucchini,Book,,964853604,1
Aztec history and culture,Book,"Dwyer, Helen",9781433974090 (library binding) 9781433974106 (paperback),1
"Aztec, Inca & Maya",Book,"Baquedano, Elizabeth.",0679938834 067983883X,1
The Aztecs,Book,"Cohn, Jessica.","9781433977138 (library binding), 9781433977145 (pbk.)",1
The Aztecs : end of a civilization,Book,"Barghusen, Joan D., 1935-",1560066202 (lib. : alk. paper),1
The Aztecs : gods and fate in ancient Mexico,Book,"Burland, C. A.",856132918,1
B is for Bethlehem : a Christmas alphabet,Book,"Wilner, Isabel.",140556109,1
B is for burglar,Book,"Grafton, Sue.",30018897,1
B-I-N-G-O,Book,,9.78E+12,1
"B.O.O.B.S. : a bunch of outrageous breast-cancer survivors tell their stories of courage, hope, & healing",Book,"Fisher, Ann Kempner",9781581825237 (pb),1
Babar learns to cook,Book,"Brunhoff, Laurent de, 1925-",0394841085.\039494108X\0394841077 (Book Club),1
Babar's Little Circus Star,Book,"De Brunhoff, Laurent.",0394889592 0394989597 679804684,1
Babe & me : a baseball card adventure,Book,"Gutman, Dan",439784778,1
Babe : the gallant pig,Book,"King-Smith, Dick.",,1
Babe Ruth,Book,"Macht, Norman L. (Norman Lee), 1929-",0791011895\0791012239 (pbk.),1
"Babe Ruth, one of baseball's greatest",Book,"Van Riper, Guernsey, 1909-",0020421303 (hc.) Permabound,1
Babushka Baba Yaga,Book,"Polacco, Patricia.",399225315,1
Babushka's doll,Book,"Polacco, Patricia.",671683438,1
Babushka's Mother Goose,Book,"Polacco, Patricia.",399227474,1
Baby and child care,Book,"Spock, Benjamin, 1903-",671551876,1
Baby bears and how they grow.,Book,"Buxton, Jane Heath, 1948-",0870446398 (lib. bdg.)\0870446347,1
Baby birds and how they grow,Book,"McCauley, Jane R., 1947-",870444875,1
Baby birds and how they grow.,Book,"McCauley, Jane R., 1947-",0870444921 (lib. bdg.)\0870444875,1
Baby brontosaurus.,Book,"Spanjian, Beth",051609565x,1
The baby bunny.,Book,"Hillert, Margaret",813655641,1
A baby by Easter,Book,"Richer, Lois.",9780373815425 (pbk.) 0373815425 (pbk),1
A baby doesn't make the man,Book,"Jamiolkowki, Raymond",823922510,1
Baby duckbill.,Book,"Spanjian, Beth.",0307626008 (lib. bdg.)\0307126005,1
Baby farm animals,Book,"Williams, Garth.",9.78E+12,1
Baby Goofy catches a fish : a book about rhyming words,Book,"Hardy, Ann D.",,1
"Baby knows best : raising a confident and resourceful child, the RIE Way",Book,"Solomon, Deborah Carlisle.",9780316219204 (hardback),1
Baby lemur,Book,"Hellard, Susan.",0805061428 (hc),1
Baby on her doorstep,Book,"Gibson, Rhonda,",9781335369673 1335369678,1
Baby pig,Book,"Hinds, P. Mignon.",516095641,1
Baby stegosaurus.,Book,"Spanjian, Beth",516095676,1
Baby triceratops.,Book,"Spanjian, Beth",516095684,1
Baby Twinkle,Book,,9.78E+12,1
Baby whales drink milk,Book,"Esbensen, Barbara Juster.",0060215518 0060215526 (lib. bdg.) : 0064451194 (pbk.),1
"The Baby Whisperer solves all your problems (by teaching you how to ask the right questions) : sleeping, feeding and behaviour - beyond the basics through infancy and toddlerhood",Book,"Hogg, Tracy.",0743488938 : 0743488946 (pbk):,1
Baby's Mother Goose,Book,,448030772,1
The baby-sitter IV,Book,"Stine, R. L.",590487442,1
The Baby-sitters Club.,Book,"Epstein, Gabriela,",1338304585 9781338304589 9781338304572 1338304577,1
Baby-sitters little sister.,Book,"Farina, Katy,",9.78E+12,1
Baby-sitters little sister.,Book,"Farina, Katy,",9781338356199 1338356194 9781338356182 1338356186,1
Baby-sitters little sister.,Book,"Farina, Katy,",9781338356113 1338356119 9781338315196 1338315196 9781725449169 1725449161,1
Baby-sitters little sister.,Book,"Farina, Katy,",9.78E+12,1
Baby-sitters little sister.,Book,"Farina, Katy,",9781338762525 1338762524 9781338762518 1338762516 9781518256615,1
Babyface killers : horrifying true stories of America's youngest murderers,Book,"Linedecker, Clifford L.",0312970323 (pbk.),1
The Babylonian Genesis; the story of creation,Book,"Heidel, Alexander, 1907-",226323994,1
Babymouse : queen of the world!,Book,"Holm, Jennifer L.",0375832297 0375932291 (lib. bdg.) 9780375832291,1
Bachelor Remedy,Book,"Ross, Carol",9.78E+12,1
Back blast,Book,"Greaney, Mark,",9780425282847 0425282848,1
Back home again,Book,"Carlson, Melody",,1
Back roads & hidden corners.,Book,,089577545X,1
Back roads America : a portfolio of her people,Book,"O'Neill, Thomas,",0870442821 0870442872 (lib.),1
Back spin : a Myron Bolitar novel,Book,"Coben, Harlan,",0440222702 (pbk.) 9780440246084 (pbk.),1
Back to the bedroom,Book,"Evanovich, Janet.",0060598859 (pbk.),1
Back when we were grownups : a novel,Book,"Tyler, Anne.",0345446860 (pbk.) 9780345446862 (pbk.),1
Backfire,Book,"Coulter, Catherine.",9.78E+12,1
Backlash,Book,"Thor, Brad,",9.78E+12,1
Backlash : the undeclared war against American women,Book,"Faludi, Susan.",517576988,1
Backroads of the Texas hill country : your guide to the most scenic adventures,Book,"Clark, Gary,",9780760326909 (softcover),1
The backward bird dog,Book,"Wallace, Bill, 1947-",0671568523 (pbk.),1
The backyard homestead,Book,,9781603421386 (pbk. : alk. paper) 1603421386 (pbk. : alk. paper),1
Backyardigans and the beanstalk,Book,"Lukas, Catherine.",9781416947790 (pbk.) 1416947795 (pbk.),1
The bad beginning,Book,"Snicket, Lemony.",0060283122 (lib. bdg.)\0064407667 (pbk.),1
Bad behavior,Book,"Clark, Mary Higgins.",0152001794 (hc.)\0152001786 (pbk.),1
Bad blood,Book,"Sandford, John,",9780399156908 0399156909,1
Bad boys do,Book,"Dahl, Victoria.",9780373776023 (pbk.) 0373776020 (pbk.),1
Bad boys to go,Book,"Foster, Lori. ; Denison, Janelle. ; Warren, Nancy.",758205511,1
Bad business,Book,"Parker, Robert B.",0399151451 (acid-free paper),1
A bad case of stripes,Book,"Shannon, David",439598389,1
Bad chili : a Hap and Leonard novel,Book,"Lansdale, Joe R.,",9.78E+12,1
Bad connection : a novel,Book,"Carlson, Melody.",1590526929,1
A bad day for Sunshine,Book,"Jones, Darynda,",9781250149442 1250149444,1
"Bad dog, Marley!",Book,"Grogan, John,",9780061171147 (trade bdg.) 006117114X (trade bdg.) 9780061171154 (lib. bdg.) 0061171158 (lib. bdg.),1
Bad dreams,Book,"Stine, R. L.",671785699,1
Bad faith,Book,"Tanenbaum, Robert.",9781451635522 (hbk.) 1451635524 (hbk.) 9781451635591 (ebk.) 1451635591 (ebk.),1
The Bad Guys,Book,"Blabey, Aaron,",9.78E+12,1
the Bad Guys Guide to Being Good,Book,"Blabey, Aaron",,1
The bad guys in Alien vs. Bad Guys,Book,"Blabey, Aaron,",9781338189599 133818959X,1
The Bad Guys in Attack of the zittens,Book,"Blabey, Aaron,",1338087533 9781338087536 060640550X 9780606405508 060640550X,1
The Bad Guys in cut to the chase,Book,"Blabey, Aaron,",9781338329520 1338329529,1
The Bad Guys in Do-you-think-he-saurus?,Book,"Blabey, Aaron,",9781338189612 1338189611,1
The Bad Guys in Mission unpluckable,Book,"Blabey, Aaron,",9780545912419 (pb),1
The bad guys in open wide and say arrrgh!,Book,"Blabey, Aaron,",9781338813180 1338813188 9781518257568 1518257569,1
The Bad Guys in Superbad,Book,"Blabey, Aaron,",9781338189636 1338189638,1
The Bad Guys in the baddest day ever,Book,"Blabey, Aaron,",9781338305845 1338305840 9781544440064 1544440065,1
The Bad Guys in the Big Bad Wolf,Book,"Blabey, Aaron,",9781338305814 1338305816,1
The Bad Guys in the Dawn of the Underlord.,Book,"Blabey, Aaron.",9.78E+12,1
The Bad Guys in The furball strikes back,Book,"Blabey, Aaron,",1338087495 9781338087499 9780606401845 0606401849,1
The bad guys in The one?!,Book,"Blabey, Aaron,",9.78E+12,1
The Bad Guys in They're bee-hind you!,Book,"Blabey, Aaron,",9781338329544 1338329545,1
Bad hare day,Book,"Stine, R. L.",0590568787 (pbk.) : 0439662168 (pbk.) :,1
Bad kitty,Book,"Bruel, Nick.",9781596432994 1596432993,1
A Bad Kitty Christmas,Book,"Bruel, Nick,",1427252300 9781427252302 9781596436688 1596436689,1
Bad Kitty for president,Book,"Bruel, Nick.",9781250010162 1250010160,1
Bad kitty gets a bath,Book,"Bruel, Nick.",9780312581381 0312581386,1
Bad Kitty gets a phone,Book,"Bruel, Nick,",9.78E+12,1
Bad Kitty goes on vacation,Book,"Bruel, Nick,",9781250208088 1250208084,1
Bad Kitty school daze,Book,"Bruel, Nick.",9.78E+12,1
Bad Kitty: camp daze,Book,"Bruel, Nick,",9781626728851 1626728852 9781250294098,1
Bad kitty: Kitten Trouble,Book,"Bruel, Nick.",9781596430693 1596430699,1
Bad Kitty: Puppy's big day,Book,"Bruel, Nick,",9.78E+12,1
Bad love,Book,"Kellerman, Jonathan.",9780345539021 9780345460721 0553089196 :,1
Bad luck and trouble,Book,"Child, Lee.",0385340559 9780385340557,1
The bad man,Book,"Overholser, Wayne D.,",1585472956 (lib. bdg. : lg. print : U.S. : alk. paper) 174030943X (lg. print : BC),1
Bad men : a thriller,Book,"Connolly, John,",0743487842 0743487850 (pbk.),1
"Bad money : reckless finance, failed politics, and the global crisis of American capitalism",Book,"Phillips, Kevin,",9780670019076 0670019070,1
Bad moon rising,Book,"Maberry, Jonathan.",9780786018178 (pbk.) : 0786018178 (pbk.) :,1
Bad moooove!,Book,"Krulik, Nancy E.,",9780515158373 (paperback) 9780515158380 (hardcover),1
Bad news : where the press goes wrong in the making of the president,Book,"Shogan, Robert.",156663346X,1
Bad night at Dry Creek,Book,"Judd, Cameron.",0843952865 (pbk.),1
The bad place,Book,"Koontz, Dean R., 1945-",1560540443 (lg. print : alk. paper),1
The bad seed,Book,"John, Jory,",9780062467768 006246776X,1
Badger Boy,Book,"Kelton, Elmer.",812577507,1
Badger's bring something party,Book,"Oram, Hiawyn.",588140823,1
"Badges and insignia of World War II : Air Force, Naval, Marine",Book,"Rosignoli, Guido.",0671060082 :,1
Badlands,Book,"Foster, Bennett.",1585473413 (large print : lib. bdg. : alk. paper),1
The baffled parent's guide to coaching youth baseball / Bill Thurston,Book,"Thurston, Bill",71358226,1
Bag of bones,Book,"King, Stephen",684853507,1
Baghead,Book,"Krosoczka, Jarrett.",037581566X (trade) 0375915664 (lib. bdg.) 0553111728 (pbk.),1
The Bailey chronicles,Book,"Cookson, Catherine.",671623877,1
The bait of Satan : your response determines your future,Book,"Bevere, John.",884193748,1
Bake and make amazing cookies,Book,"MacLeod, Elizabeth.",1553376315\1553376323,1
Bake sale,Book,"Varon, Sara.",9781596437401  1596437405  9781596434196  1596434198,1
Baker's fatal dozen : a Pricilla Crumb mystery,Book,"Harris, Lisa,",9.78E+12,1
"Baker, baker, cookie maker",Book,"Hayward, Linda.",0679883797 (pbk.),1
Baking for the holidays : 50+ treats for a festive season,Book,"Kieffer, Sarah,",9781452180755 145218075X,1
Baking kids love,Book,"Mushet, Cindy,",9780740783456 0740783459,1
Bakugan battle brawlers : ultimate handbook,Book,"West, Tracey,",9780545251815 (pbk.) 0545251818 (pbk.),1
Balancing act,Book,"Michaels, Fern.",9781420111569 1420111566,1
Balcony & roof gardens : creative ideas for small-scale gardening,Book,"Hendy, Jenny",783549334,1
The bald eagle,Book,"Marcovitz, Hal.",1590840321,1
Ball blue book  The guide to home canning and freezing,Book,Alltrista Corp.,,1
The ball book.,Book,"Hillert, Margaret",813656060,1
The ball game,Book,"Packard, David",0590461931\0590461907 (pbk),1
The ballad of Frankie Silver,Book,"McCrumb, Sharyn, 1948-",0525939695 (acid-free paper),1
Ballerina dreams,Book,"White, Diana",590372335,1
Ballet,Book,"Castle, Kate.",753450011,1
Ballet class,Book,"Ford, Bernette G.",9781906250164 : 1906250162,1
Ballet for beginners,Book,"Medova, Marie-Laure.",806938765,1
Ballet for Martha : making Appalachian spring,Book,"Greenberg, Jan,",9781596433380  1596433388,1
Ballet school,Book,"Harimann, Sierra.",9780448453781 (lib bdg.) 0448453789 (pbk.),1
Balloon animals,Book,"Hsu-Flanders, Aaron.",809245930,1
"Balloon magic : balloon figure tying-- it's so easy, it's magic",Book,"Hardy, Marvin L.",0961660058 (pbk.) :,1
The balloon man,Book,"MacLeod, Charlotte.",892966572,1
The balloon man.,Book,"Armstrong, Charlotte, 1905-1969.",,1
Ballooning adventures,Book,"Bledsoe, Glen",736805745,1
Balloonology : 32 fun projects to take you from beginner to expert,Book,"Telford, Jeremy.",9781423607458 (pbk.) 1423607457 (pbk.),1
The ballroom on Magnolia Street,Book,"Owens, Sharon, 1968-",0399152865 (alk. paper),1
Baloney and friends,Book,"Pizzoli, Greg,",9781368054546 1368054544 9781544444765 1544444761,1
Baloney and friends : going up!,Book,"Pizzoli, Greg,",9781368057783 1368057780 9780759554801 0759554803,1
Balto : the movie storybook,Book,"Mason, Jane B.",448411113,1
Balto of the Blue Dawn,Book,"Osborne, Mary Pope,",9780553510850 (hardback) 9780553510867 (lib. bdg.),1
Bambi grows up,Book,"Disney, Walt",0394838483\0394938488,1
"Bambi's children, : adapted and abridged from Felix Salten's famous story.",Book,"Salten, Felix,",,1
Bamboo & lace,Book,"Wick, Lori.",736903283,1
Banana cream pie murder,Book,"Fluke, Joanne,",9781617732201 (hardcover) 1617732206 (hardcover),1
The Bancroft strategy,Book,"Ludlum, Robert,",9780312316730 0312316739,1
"Band of brothers : E Company, 506th Regiment, 101st Airborne : from Normandy to Hitler's Eagle's Nest",Book,"Ambrose, Stephen E.",9780743224543 (pbk.) 074322454X (pbk.),1
The Bandera Trail / : Ralph Compton.,Book,"Compton, Ralph.",312951434,1
Bandit,Book,"Miles, Ellen.",9780545348348 (pbk.) 054534834X (pbk.) 9780545447447,1
Bang the drum slowly,Book,"Harris, Mark,",080327338X (pbk. : alk. paper),1
Bank on yourself : the life-changing secret to growing and protecting your financial future,Book,"Yellen, Pamela G.",9781593154967 (hardcover : alk. paper),1
Banker.,Book,"Francis, Dick.",039912778X,1
Banned! :    book censorship in the schools.,Book,"Rogers, Donald J.",671637088,1
Bantam of the opera,Book,"Daheim, Mary.",0380769344 :,1
The bar code prophecy,Book,"Weyn, Suzanne.",9780545425292 (hc.) 0545425298 (hc.),1
Barack Obama,Book,"Nichols, Catherine.",9781623234027 (library reinforced : alk. paper),1
Barbapapa's ark,Book,"Tison, Annette.",723217653,1
Barbara Bush :  a memoir,Book,"Bush, Barbara, 1925-",25196359,1
The barber of Natchez,Book,"Davis, Edwin Adams, 1904-",807102121,1
The Barber of Seville/The Marriage of Figaro,Book,"Beaumarchais, Pierre-Augustin",,1
Barbie : a day at the fair,Book,"Pugliano, Carol.",0375823689 (pbk.) 0375923683 (lib. bdg.),1
Barbie and the three musketeers,Book,"Man-Kong, Mary.",9780375860072  037586007X  9780375960079  0375960074,1
Barbie as the Island Princess,Book,"Katschke, Judy.",9780439025485 (pbk.) 0439025486 (pbk.),1
Barbie as The princess and the pauper : a junior novelization,Book,"Aber, Linda Williams.",0439636000 (pbk.) :,1
Barbie fairytopia : a junior novelization,Book,"Hamilton, Tisha.",043974086X (pbk.),1
Barbie in a Christmas Carol : A Junior Novelization,Book,"Kowitt, Holly.",9780545104814 0545104815,1
Barbie in the 12 dancing princesses,Book,"Man-Kong, Mary.",0375837620 (pbk.) : 9780375837623 (pbk.) :,1
Barbie in the 12 dancing princesses : a junior novelization,Book,"Burr, Daniela.",0439870038 9780439870030,1
Barbie loves pets,Book,"Frazer, Rebecca.",9780375847974 0375847979,1
Barbie star light adventure,Book,"Tillworth, Mary,",1101940212 9781101940211 9781101940204 1101940204,1
Barbie. ballet buddies,Book,"Richards, Barbara",0307463281 (GB)\0307263282 (pbk.),1
Barbie:  three cheers for Becky,Book,"Offerman, Lynn",717288285,1
Barbie: a day with the pet doctor,Book,"Poindexter, Katherine",307131823,1
Bare bones.,Book,"Reichs, Kathy.",743233468,1
Barefoot,Book,"Hilderbrand, Elin.",9780316018593 0316018597,1
Barefoot Gen : a cartoon story of Hiroshima,Book,"Nakazawa, Keiji.",0867196025 (pk) :,1
Barefoot Gen : the day after,Book,"Nakazawa, Keiji.",086719619X,1
Barely bewitched,Book,"Frost, Kimberly.",9780425229613 0425229610,1
Barely breathing,Book,"Donovan, Rebecca.",9781477817179 1477817174,1
Barely legal : a Herbie Fisher novel,Book,"Woods, Stuart,",0735217246 9780735217249,1
Barfing in the backseat : how I survived my family road trip,Book,"Winkler, Henry",9780448443287 (Penworthy),1
"The bargain book for savvy seniors : how to save on groceries, utilities, prescriptions, taxes, hobbies, and more",Book,,193247045X,1
A bargain for Frances.,Book,"Hoban, Russell.",,1
Bark George,Book,"Feiffer, Jules.",62051857,1
The Barker Street regulars :  a dog lover's mystery,Book,"Conant, Susan, 1946-",385486685,1
Barn blind,Book,"Smiley, Jane.",449908747,1
Barn cat : a counting book,Book,"Saul, Carol P.",0316761133 (hdbk.),1
Barney & Baby Bop go to the library,Book,"Bernthal, Mark S.",1570644470,1
Barney is big,Book,"Weiss, Nicki.",0688075878 (lib. bdg.),1
Barney's book of hugs,Book,"Leach, Sheryl Stamps.",157064120X (pbk.),1
Barney's great adventure.,Book,"Bernthal, Mark.",157064263X :,1
